0, 0, 0, 51, 12, 7
13, 116, 5, 18, 67, 10
13, 129, 5, 23, 92, 20
14, 123, 18, 23, 92, 20
14, 124, 20, 23, 92, 20
14, 130, 20, 23, 92, 20
15, 119, 20, 23, 92, 20
16, 57, 4, 16, 69, 8
16, 57, 4, 17, 96, 5
16, 57, 4, 17, 101, 5
16, 57, 4, 18, 94, 5
16, 57, 4, 23, 99, 20
16, 57, 4, 39, 59, 10
16, 58, 7, 20, 93, 5
16, 58, 7, 39, 59, 10
16, 59, 8, 39, 59, 10
16, 59, 8, 58, 75, 28
16, 69, 8, 16, 57, 4
16, 132, 30, 23, 92, 20
16, 137, 30, 23, 92, 20
17, 59, 9, 39, 59, 10
17, 68, 9, 47, 34, 20
17, 96, 5, 16, 57, 4
17, 101, 5, 16, 57, 4
18, 58, 9, 39, 59, 10
18, 60, 10, 39, 59, 10
18, 67, 10, 13, 116, 5
18, 67, 10, 18, 117, 10
18, 67, 10, 19, 116, 10
18, 67, 10, 39, 59, 10
18, 67, 10, 57, 99, 20
18, 67, 10, 60, 92, 20
18, 94, 5, 16, 57, 4
18, 117, 10, 18, 67, 10
20, 130, 20, 23, 92, 20
19, 59, 10, 39, 59, 10
19, 116, 10, 18, 67, 10
21, 119, 20, 23, 92, 20
21, 127, 20, 23, 92, 20
20, 93, 5, 16, 58, 7
20, 131, 30, 23, 92, 20
24, 131, 30, 23, 92, 20
24, 136, 30, 23, 92, 20
24, 141, 29, 23, 92, 20
23, 92, 20, 13, 129, 5
23, 92, 20, 14, 123, 18
23, 92, 20, 14, 124, 20
23, 92, 20, 14, 130, 20
23, 92, 20, 15, 119, 20
23, 92, 20, 16, 132, 30
23, 92, 20, 16, 137, 30
23, 92, 20, 20, 130, 20
23, 92, 20, 21, 119, 20
23, 92, 20, 21, 127, 20
23, 92, 20, 20, 131, 30
23, 92, 20, 24, 131, 30
23, 92, 20, 24, 136, 30
23, 92, 20, 24, 141, 29
23, 92, 20, 27, 141, 5
23, 92, 20, 29, 118, 28
23, 92, 20, 29, 124, 28
23, 92, 20, 34, 118, 28
23, 92, 20, 38, 119, 28
23, 92, 20, 39, 59, 10
23, 92, 20, 39, 120, 24
23, 92, 20, 40, 122, 24
23, 92, 20, 41, 124, 24
23, 92, 20, 40, 116, 24
23, 92, 20, 40, 123, 24
23, 92, 20, 43, 123, 24
23, 92, 20, 45, 123, 24
23, 92, 20, 47, 135, 21
23, 92, 20, 49, 116, 24
23, 92, 20, 49, 123, 24
23, 92, 20, 50, 127, 33
23, 92, 20, 50, 132, 33
23, 92, 20, 51, 123, 33
23, 92, 20, 51, 133, 33
23, 92, 20, 52, 121, 33
23, 92, 20, 57, 121, 33
23, 92, 20, 56, 99, 18
23, 92, 20, 58, 122, 33
23, 92, 20, 63, 94, 20
23, 92, 20, 63, 99, 20
23, 92, 20, 64, 89, 30
23, 92, 20, 64, 93, 30
23, 92, 20, 65, 97, 30
23, 92, 20, 69, 89, 30
23, 92, 20, 70, 97, 30
23, 92, 20, 74, 89, 29
23, 99, 20, 16, 57, 4
25, 91, 20, 39, 59, 10
26, 90, 20, 39, 59, 10
26, 90, 20, 41, 128, 24
27, 89, 20, 39, 59, 10
27, 89, 20, 74, 86, 5
27, 141, 5, 23, 92, 20
30, 101, 5, 32, 96, 20
31, 99, 20, 42, 58, 7
31, 100, 5, 32, 96, 20
31, 116, 10, 32, 96, 20
29, 118, 28, 23, 92, 20
29, 124, 28, 23, 92, 20
32, 89, 20, 39, 59, 10
32, 89, 20, 52, 116, 13
32, 89, 20, 60, 117, 13
32, 89, 20, 62, 101, 5
32, 89, 20, 72, 117, 5
32, 96, 20, 30, 101, 5
32, 96, 20, 31, 100, 5
32, 96, 20, 31, 116, 10
32, 96, 20, 39, 59, 10
32, 96, 20, 47, 141, 21
32, 96, 20, 67, 79, 21
32, 96, 20, 71, 79, 21
32, 96, 20, 74, 78, 21
32, 96, 20, 78, 118, 28
33, 90, 20, 39, 59, 10
33, 95, 20, 39, 59, 10
33, 95, 20, 80, 117, 30
34, 118, 28, 23, 92, 20
32, 125, 28, 51, 78, 28
38, 119, 28, 23, 92, 20
38, 125, 28, 49, 74, 24
36, 129, 24, 57, 84, 28
39, 59, 10, 16, 57, 4
39, 59, 10, 16, 58, 7
39, 59, 10, 16, 59, 8
39, 59, 10, 17, 59, 9
39, 59, 10, 18, 58, 9
39, 59, 10, 18, 60, 10
39, 59, 10, 18, 67, 10
39, 59, 10, 19, 59, 10
39, 59, 10, 23, 92, 20
39, 59, 10, 25, 91, 20
39, 59, 10, 26, 90, 20
39, 59, 10, 27, 89, 20
39, 59, 10, 32, 89, 20
39, 59, 10, 32, 96, 20
39, 59, 10, 33, 90, 20
39, 59, 10, 33, 95, 20
39, 59, 10, 40, 67, 10
39, 59, 10, 41, 68, 9
39, 59, 10, 41, 69, 8
39, 59, 10, 42, 69, 7
39, 59, 10, 48, 34, 36
39, 59, 10, 48, 37, 8
39, 59, 10, 49, 35, 36
39, 59, 10, 49, 54, 13
39, 59, 10, 49, 64, 24
39, 59, 10, 49, 74, 24
39, 59, 10, 49, 82, 10
39, 59, 10, 49, 95, 10
39, 59, 10, 49, 101, 5
39, 59, 10, 50, 36, 36
39, 59, 10, 50, 38, 8
39, 59, 10, 51, 12, 7
39, 59, 10, 51, 37, 36
39, 59, 10, 53, 38, 8
39, 59, 10, 51, 78, 28
39, 59, 10, 51, 84, 28
39, 59, 10, 52, 75, 28
39, 59, 10, 52, 92, 20
39, 59, 10, 52, 98, 20
39, 59, 10, 53, 57, 33
39, 59, 10, 53, 61, 33
39, 59, 10, 55, 64, 24
39, 59, 10, 54, 56, 33
39, 59, 10, 57, 37, 36
39, 59, 10, 55, 62, 33
39, 59, 10, 57, 37, 21
39, 59, 10, 60, 56, 33
39, 59, 10, 59, 63, 33
39, 59, 10, 64, 63, 33
39, 59, 10, 65, 50, 25
39, 59, 10, 69, 37, 21
39, 59, 10, 67, 66, 21
39, 59, 10, 70, 50, 25
39, 59, 10, 70, 37, 6
39, 120, 24, 23, 92, 20
